n_train_apps,combo_idx,train_apps,bottleneck_type,threshold_used,cv_enabled,f1,false_alarm_rate,miss_rate,tp,fp,fn,tn
2,34,"['48293', '48284']",CACHE_PRESSURE,0.5,False,0.1818181818181818,0.0301204819277108,0.8941176470588236,9,5,76,161
2,34,"['48293', '48284']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.6170798898071626,1.0,0.0,112,139,0,0
2,35,"['48270', '48276']",PIPELINE_STALL,0.5,False,0.4587155963302752,0.0,0.7023809523809523,25,0,59,168
2,35,"['48270', '48276']",COMPUTE_UNDERUTILIZATION,0.5,False,0.8509485094850949,0.5789473684210527,0.0,157,55,0,40
2,35,"['48270', '48276']",BRANCH_MISPREDICTION,0.5,False,0.897196261682243,0.0,0.1864406779661017,48,0,11,193
2,35,"['48270', '48276']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.6191780821917808,1.0,0.0,113,139,0,0
2,36,"['48305', '48283']",PIPELINE_STALL,0.5,False,0.064516129032258,0.0,0.9666666666666668,3,0,87,163
2,36,"['48305', '48283']",COMPUTE_UNDERUTILIZATION,0.5,False,0.7644787644787644,0.0210526315789473,0.3734177215189873,99,2,59,93
2,36,"['48305', '48283']",PRECISION_WASTE,0.5,False,0.1485148514851485,0.0,0.9197860962566844,15,0,172,66
2,36,"['48305', '48283']",CACHE_PRESSURE,0.5,False,0.7121951219512194,0.2484472049689441,0.2065217391304347,73,40,19,121
2,36,"['48305', '48283']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.3473053892215569,0.0944881889763779,0.7698412698412699,29,12,97,115
2,37,"['48276', '48289']",PIPELINE_STALL,0.5,False,,0.2439024390243902,1.0,0,40,85,124
2,37,"['48276', '48289']",COMPUTE_UNDERUTILIZATION,0.5,False,0.7989417989417988,0.7755102040816326,0.0,151,76,0,22
2,37,"['48276', '48289']",BRANCH_MISPREDICTION,0.5,False,0.907563025210084,0.0,0.1692307692307692,54,0,11,184
2,37,"['48276', '48289']",CACHE_PRESSURE,0.5,False,0.2461538461538461,0.1509433962264151,0.8222222222222222,16,24,74,135
2,37,"['48276', '48289']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.99581589958159,0.0,0.0083333333333333,119,0,1,129
2,38,"['48305', '48284']",COMPUTE_UNDERUTILIZATION,0.5,False,0.8027210884353742,0.1770833333333333,0.2578616352201258,118,17,41,79
2,38,"['48305', '48284']",PRECISION_WASTE,0.5,False,0.7752442996742672,0.0147058823529411,0.3636363636363636,119,1,68,67
2,38,"['48305', '48284']",BRANCH_MISPREDICTION,0.5,False,0.4717948717948718,0.4564102564102564,0.2333333333333333,46,89,14,106
2,38,"['48305', '48284']",CACHE_PRESSURE,0.5,False,0.6839378238341969,0.189873417721519,0.3195876288659793,66,30,31,128
2,38,"['48305', '48284']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.6030534351145038,0.4375,0.3779527559055118,79,56,48,72
2,39,"['48300', '48303']",PIPELINE_STALL,0.5,False,,0.0670731707317073,1.0,0,11,90,153
2,39,"['48300', '48303']",PRECISION_WASTE,0.5,False,0.219047619047619,0.0428571428571428,0.875,23,3,161,67
2,39,"['48300', '48303']",BRANCH_MISPREDICTION,0.5,False,0.2431372549019607,0.8469387755102041,0.4655172413793103,31,166,27,30
2,39,"['48300', '48303']",CACHE_PRESSURE,0.5,False,0.2075471698113207,0.0,0.8842105263157894,11,0,84,159
2,39,"['48300', '48303']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.5705329153605015,0.8074074074074075,0.2352941176470588,91,109,28,26
2,40,"['48276', '48284']",PRECISION_WASTE,0.5,False,0.963157894736842,0.2058823529411764,0.0,183,14,0,54
2,40,"['48276', '48284']",BRANCH_MISPREDICTION,0.5,False,1.0,0.0,0.0,51,0,0,200
2,40,"['48276', '48284']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.6170798898071626,1.0,0.0,112,139,0,0
2,41,"['48269', '48289']",PIPELINE_STALL,0.5,False,,0.1437125748502994,1.0,0,24,85,143
2,41,"['48269', '48289']",COMPUTE_UNDERUTILIZATION,0.5,False,0.8869047619047618,0.2352941176470588,0.1077844311377245,149,20,18,65
2,41,"['48269', '48289']",CACHE_PRESSURE,0.5,False,0.2807017543859649,0.0493827160493827,0.8222222222222222,16,8,74,154
2,41,"['48269', '48289']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.7763157894736842,0.4358974358974359,0.1259259259259259,118,51,17,66
2,42,"['48276', '48295']",PRECISION_WASTE,0.5,False,0.8472222222222222,0.9428571428571428,0.0,183,66,0,4
2,42,"['48276', '48295']",BRANCH_MISPREDICTION,0.5,False,0.907563025210084,0.0,0.1692307692307692,54,0,11,188
2,42,"['48276', '48295']",CACHE_PRESSURE,0.5,False,,0.0,1.0,0,0,88,165
2,42,"['48276', '48295']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.5179856115107914,0.6299212598425197,0.4285714285714285,72,80,54,47
2,43,"['48276', '48290']",PIPELINE_STALL,0.5,False,0.1097560975609756,0.4269005847953216,0.8902439024390244,9,73,73,98
2,43,"['48276', '48290']",COMPUTE_UNDERUTILIZATION,0.5,False,0.7682926829268293,0.46875,0.197452229299363,126,45,31,51
2,43,"['48276', '48290']",BRANCH_MISPREDICTION,0.5,False,0.907563025210084,0.0,0.1692307692307692,54,0,11,188
2,43,"['48276', '48290']",CACHE_PRESSURE,0.5,False,0.4615384615384615,0.2590361445783132,0.5517241379310345,39,43,48,123
2,43,"['48276', '48290']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.2674418604651162,0.1811023622047244,0.8174603174603174,23,23,103,104
2,44,"['48273', '48283']",PIPELINE_STALL,0.5,False,0.4713375796178344,0.9371428571428572,0.0263157894736842,74,164,2,11
2,44,"['48273', '48283']",COMPUTE_UNDERUTILIZATION,0.5,False,0.729113924050633,1.0,0.0,144,107,0,0
2,44,"['48273', '48283']",BRANCH_MISPREDICTION,0.5,False,0.3058823529411765,0.06282722513089,0.7833333333333333,13,12,47,179
2,44,"['48273', '48283']",CACHE_PRESSURE,0.5,False,0.5633802816901409,0.0509554140127388,0.574468085106383,40,8,54,149
